item,11F(MARY),11H(ANTONY ABBOT),11H(ANTONY OF PADUA),11H(AUGUSTINE),11H(DOMINIC),11H(FRANCIS),11H(JEROME),11H(JOHN THE BAPTIST),11H(JOHN),11H(JOSEPH),11H(PAUL),11H(PETER),11H(SEBASTIAN),11H(STEPHEN),11HH(BARBARA),11HH(CATHERINE),11HH(MARY MAGDALENE),John Baptist - Child,John Baptist - Dead,set
ICCD2775091_sbaaas_pi_62174,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2775094_sbaaas_pi_74070,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,test
ICCD2775097_sbaaas_pi_62128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2775102_sbaaas_pi_74072,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
ICCD2775120_sbaaas_pi_74088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2775139_sbaaas_pi_62358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2775142_sbaaas_pi_62166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2775152_sbaaas_pi_74112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
ICCD2775155_sbaaas_pi_62532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2775161_sbaaas_pi_74123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2775167_sbaaas_pi_113211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
ICCD2775175_sbaaas_pi_117338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2775183_sbaaas_pi_113437,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,train
ICCD2789390_00020828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2791259_00019635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
ICCD2791269_00019640,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
ICCD2791271_00019641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2795407_00019347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2795409_00019348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2801653_00023032,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,test
ICCD2804057_Comune_Chioggia_P8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2804059_Comune_Chioggia_O2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2804071_Comune_Chioggia_P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2804073_Comune_Chioggia_P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2804083_Comune_Chioggia_00361161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2804091_Comune_Chioggia_P10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2804093_Comune_Chioggia_M18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2804101_Comune_Chioggia_00361170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2804105_Comune_Chioggia_S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2804111_Comune_Chioggia_C10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2805124_00002860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2810053_00017913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ICCD2810065_00017919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2810069_00017921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2810071_00017924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2810174_00017972,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
ICCD2810176_00017973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2810178_00017974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2810184_00017977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2810186_00017978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2814937_00000122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2815669_bis06800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815697_bis06784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815713_IRE_1095,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815723_bis06798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2815727_bis06790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815739_bis06809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2815743_00001792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2815793_bis06792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815795_bis06796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ICCD2815817_bis06807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815823_bis06794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815829_bis06802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815859_IRE_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815865_bis06815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815867_bis06849,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815873_IRE_482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2815875_IRE_485,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2818419_00008404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2818742_S00032623,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,train
ICCD2820554_00002101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2820556_00002103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2825072_00015015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2825108_00015585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2825112_00015034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD2833173_00012508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2833419_00012632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2833781_00059016,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
ICCD2833783_00059019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,test
ICCD2833785_00059022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
ICCD2833822_00055461,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,val
ICCD2833824_00059025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2833826_00059038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2833830_00059003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2833834_00023511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2833836_00059041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ICCD2833844_00059028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2836985_38819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2849064_39880,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2849078_39887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,test
ICCD2849128_39912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849211_39957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD2849262_39984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849264_39985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2849312_40009,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849338_40023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849342_40024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849352_40029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2849364_40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849563_40136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849569_40139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2849597_40153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,test
ICCD2849603_40156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849643_40176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849671_40191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2849673_40192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2860707_00134261-22315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2860710_00134263-22316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2860756_00040288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2860809_00040316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2860817_00040320,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
ICCD2860838_00040331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2860868_00040346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2860897_00040361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2860959_00040403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,val
ICCD2860967_00040407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2860974_00040411,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD2861028_00040394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861048_00040445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861066_00040453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2861068_00040454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861072_00040456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861086_00040401,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,val
ICCD2861119_00040482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,test
ICCD2861141_00040492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861147_00040495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861165_00040497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861296_00040569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861312_00040577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861337_00040590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ICCD2861341_00040592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861347_00040595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861349_00040596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2861430_00040616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861635_00040740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861637_00040741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861639_00040742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861661_00040753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
ICCD2861665_00040755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2861711_00040780,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,test
ICCD2861813_00040834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2861913_00040892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2862086_00041003,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,val
ICCD2862104_00041012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2862167_00041052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2862171_00041054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2866514_40206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ICCD2866522_40210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2866528_40213,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2866530_40214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2866536_40217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD2866538_40218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
ICCD2868821_36012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2868824_36013,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2868827_36014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2868847_36024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2868859_36030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2868862_36031,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,test
ICCD2868865_36031a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD2868888_36049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2869622_22612,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2869626_22614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2869652_22625,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,test
ICCD2869697_22649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2874528_32553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877799_5448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2877805_5451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2877809_5453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877811_5454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2877815_5457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877817_5458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2877821_5460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2877823_5461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877827_5463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2877833_5466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877835_5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877837_5468,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877839_5469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877841_5470,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2877846_5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877848_5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877868_5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877888_5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877890_5474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877902_5500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2877904_5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877906_5502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877908_5503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2877912_5505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877916_5507,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
ICCD2877918_5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
ICCD2877920_5509,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,test
ICCD2877922_5510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877924_5511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877926_5512,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD2877928_5513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2877934_5516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2877936_5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877940_5519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877944_5521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2877946_5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877948_5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877950_5524,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ICCD2877952_5525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877954_5526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877956_5527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2877958_5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877960_5529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2877962_5530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2877964_5531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877972_5534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2877974_5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877976_5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877978_5537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877980_5538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,val
ICCD2877982_5539,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2877996_5546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878004_5550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878012_5554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878014_5555,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,val
ICCD2878016_5556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878020_5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878022_5559,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2878028_5562,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878030_5563,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2878034_5565,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train
ICCD2878040_5568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD2878044_5569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878056_5575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2878060_5577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878064_5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878066_5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878068_5581,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
ICCD2878070_5582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2878072_5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878074_5584,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,test
ICCD2878076_5585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878078_5586,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,val
ICCD2878098_5596,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2878102_5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878104_5599,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,train
ICCD2878112_5603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2878118_5606,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
ICCD2878120_5607,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
ICCD2878122_5608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2878124_5609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878126_5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878128_5611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2878132_5613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878136_5615,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
ICCD2878138_5616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2878140_5617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878142_5618,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD2878144_5619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2878146_5620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2878148_5621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,val
ICCD2878150_5622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878161_5629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878163_5630,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2878165_5631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878167_5632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
ICCD2878169_5633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2878181_5639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,val
ICCD2878183_5640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878191_5644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878205_5651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878209_5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878217_5657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD2878219_5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD2878223_5660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2878231_5664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
ICCD2878263_5680,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD2881248_4250,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
